,unit_name,furnish_status,num_rooms,num_bathroom,elec_power,location,longitude,latitude,size,room_type,property_type,building,tower,floor_num,room_facility,kitchen_facility,building_facility,clean_rating,location_rating,satisfaction_rating,checkin/out_rating,economic_rating,staff_rating,total_rating,monthly_price
181,Comfy Studio Apartment at Belmont Residence Puri By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Kebon Jeruk Indah Utama, RT.8/RW.7, Srengseng, Kembangan, Jakarta Barat, DKI Jakarta, 11630",106.76275759935379,-6.200400178473442,21.77,Seluruh Rumah / Apartemen,Apartemen,Apartemen Belmont Residence Puri,E,18.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Smart TV,Pillow,Hanger,AC Remote,Remote TV,Digital Channel TV,Mirror,Vanity Desk,Fixline,Desk,Chair,Stand Hanger,Dustbin,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3809242.0
182,Studio near Bella Terra Mall at Tifolia Apartment By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,-,10.0,"Chopping Board,Cooking Knife,Fork,Frying Pan,Gas Stove,Plate,Refrigerator,Sauce Pan,Tablespoon,Teko Elektrik","Shower,Toilet Brush,Toilet Bowl","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3679375.0
183,Homey and Comfort Studio at Tifolia Apartment By Travelio - Jakarta,Full Furnished,2,1.0,900.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,TF,36.0,"Trundle Bed (Double Bed & Double Underbed),Wardrobe,Air Conditioner,Blackout Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Digital Channel TV,Mirror,Side Table,Table,Chair,Bed Config :,1 Trundle Bed (Double Bed & Double Underbed)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3722225.0
184,Comfy Studio at Kalibata City Apartment near Kalibata Station By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Raya Kalibata No.1, RT.9/RW.4, Rawajati, Pancoran, Jakarta Selatan, DKI Jakarta, 12750",106.85088761150837,-6.25698199288882,17.7,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kalibata City,Flamboyan,7.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Building,Mirror,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","ATM On Site,Cafe,Jogging Track,Laundry (Charge),Playground,Restaurant",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3488271.0
185,Cozy Living 1BR Gading Icon Apartment near Shopping Mall By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. Perintis Kemerdekaan, No.Kav. 99, RT.1/RW.11, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13260",106.90440237522125,-6.180896900792222,40.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Icon,ROSEWOOD 2C,7.0,"Single Bed (100x200),Wardrobe,Air Conditioner,Curtain,Pillow,AC Remote,Sofa,Bed Config :,2 Single Bed (100x200)","Sofa,TV 32"",Curtain,Air Conditioner,AC Remote,Remote TV,Dining Chair,Dining Table,Digital Channel TV","ATM On Site,Access Card,CCTV In Public Area,Elevator,Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3812500.0
186,Great Location Sunter Park View Studio Apartment By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,BC,19.0,Bathroom,Blanket,"24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3492825.0
187,Homey and Comfy 2BR Apartment Gading Nias Residence By Travelio - Jakarta,Full Furnished,2,1.0,2300.0,"Jl. Pegangsaan Dua, RT.13/RW.3, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, DKI Jakarta, 14250",106.91722869873047,-6.153782044208278,35.5,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Nias Residence,P,8.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","Single Bed (100x200),Pillow,Wardrobe,Hanger,Exhaust Fan,Bed Config :,1 Single Bed (100x200)","24-Hour Security,ATM On Site,CCTV In Public Area,Elevator,Restaurant,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3540569.0
188,Contemporary Studio at Kebagusan City Apartment By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Baung, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12520",106.83596312999725,-6.306015678701854,24.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kebagusan City,B,,"Bowl,Chopping Board,Cooking Knife,Dining Chair,Dining Table,Dustbin,Fork,Frying Pan,Gas Stove,Kitchen Set,Mug,Plate,Refrigerator,Sauce Pan,Scissor,Spatula,Tablespoon,Teko Elektrik","Curtain,Air Conditioner,TV,Table","24-Hour Security,ATM On Site,Access Card,CCTV Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3739559.0
189,Good Studio 23 Kebagusan City Apartment By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Baung, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12520",106.83596312999725,-6.306015678701854,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kebagusan City,Royal,11.0,"Queen Bed (160x200),Pillow,Wardrobe,Curtain,Air Conditioner,TV,Chair,Desk,Blanket,Bed Config :,1 Queen (160x200)","Fork,Gas Stove,Plate,Refrigerator,Tablespoon,Teko Elektrik","24-Hour Security,ATM On Site,Access Card,CCTV Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3501341.0
190,Contemporary Studio Apartment at Kebagusan City By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Baung, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12520",106.83596312999725,-6.306015678701854,26.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kebagusan City,A,7.0,"Bowl,Chopping Board,Cooking Knife,Dining Chair,Dining Knife,Dining Table,Dustbin,Electric Stove,Exhaust Fan,Fork,Frying Pan,Kitchen Set,Mixing Bowl,Mug,Plate,Refrigerator,Sauce Pan,Scissor,Serving Plate,Spatula,Tablespoon,Teko Elektrik","Dustbin,Mirror,Shower,Water Heater,Bathroom Sink,Toilet Brush,Toilet Bowl,WC Brush","24-Hour Security,ATM On Site,Access Card,CCTV Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3730186.0
191,Fancy and Nice Studio at Kalibata City Apartment By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Raya Kalibata No.1, RT.9/RW.4, Rawajati, Pancoran, Jakarta Selatan, DKI Jakarta, 12750",106.85088761150837,-6.25698199288882,19.8,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kalibata City,N,18.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV 32"",Pillow,Hanger,Panel AC Central,Remote TV,Antena Building,Vanity Desk,Sofa Bed (Single),TV Cabinet,Chair,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","ATM On Site,Cafe,Jogging Track,Laundry (Charge),Playground,Restaurant",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3369000.0
192,Functional Studio Green Pramuka City Apartment near Shopping Center By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. A. Yani No.32, RT.16/RW.9, Rawasari, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10570",106.87484,-6.188552,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Pramuka City,Scarlet,3.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Digital Channel TV,Mirror,Sofa,Dining Chair,Dining Table,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3677099.0
193,Comfort with City View Studio Tifolia Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,TF,16.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Digital Channel TV,Mirror,Vanity Desk,Side Table,Dining Chair,Dining Table,Coffee Table,TV Cabinet,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3590000.0
194,Cozy and Simply Studio at Kebagusan City Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Baung, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12520",106.83596312999725,-6.306015678701854,21.85,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kebagusan City,C,10.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Cable TV,Mirror,Vanity Desk,TV Cabinet,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3720000.0
195,Fancy Designed Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Beppu,17.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 40"",Pillow,Hanger,AC Remote,Remote TV,Digital Channel TV,Mirror,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3370000.0
196,Best and Studio Room Tifolia Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,TF,20.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Mirror,Vanity Desk,Side Table,Dining Chair,Dining Table,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3377875.0
197,Homey and Warm Studio Room at Tifolia Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,19.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,A,3.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Cable TV,Mirror,Vanity Desk,Dining Chair,Coffee Table,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3377875.0
198,New Furnished 1BR Rajawali Apartment By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Jl. Rajawali Selatan I No.18, RT.16/RW.2, Gn. Sahari Utara, Sawah Besar, Jakarta Pusat, DKI Jakarta, 10720",106.83828592300415,-6.144197645817103,39.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Kondominium Rajawali,CHRYSANT,5.0,"Bowl,Chopping Board,Cooking Knife,Dustbin,Electric Stove,Fork,Frying Pan,Microwave,Mops,Mug,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon,Teko Elektrik","Air Conditioner,Table,Chair,Complimentary Bottled Water,Fan","24-Hour Security,CCTV In Public Area,Fitness Center,Playground,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3532500.0
199,Homey Studio Apartment at 11th Floor Greenlake Sunter By Travelio - Jakarta,Full Furnished,1,1.0,1200.0,"Jl. Agung Timur 1 Jl. Agung Indah 10 No.selatan, RT.15/RW.16, Sunter Agung, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14350",106.87670320272446,-6.143378937114863,20.5,Seluruh Rumah / Apartemen,Apartemen,Apartemen Greenlake Sunter,Northern Park Residence,11.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Smart TV,Pillow,Hanger,AC Remote,Remote TV,Antena Building,Side Table,TV Cabinet,Fixline,Desk,Chair,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","Fitness Center,Playground,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3395000.0
200,Cozy Studio at Green Palace Kalibata City Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Raya Kalibata No.09/04, RT.1 Rt/RW.4, Rawajati, Pancoran, Jakarta Selatan, DKI Jakarta, 12750",106.85046046972275,-6.256900672828798,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Palace Kalibata,MAWAR,16.0,"Bowl,Chopping Board,Cooking Knife,Dustbin,Fork,Frying Pan,Gas Stove,Kettle (Siul),Kitchen Set,Mixing Bowl,Mops,Plate,Refrigerator,Sauce Pan,Serving Plate,Spatula,Tablespoon","Water Dispenser,Gallon,Air Conditioner,TV,Sofa,Chair,Telephone,Clock,Complimentary Bottled Water","ATM On Site,Access Card,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Shops",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3906291.0
201,Cozy Living Studio at Sunter Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,AA,21.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Building,Dining Chair,Dining Table,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3558859.0
202,Cozy Design Studio Apartment at Sunter Park View By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,BB,11.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Mirror,Sofa,Dining Chair,Dining Table,TV Cabinet,Extension Cable,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser (Empty),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3558859.0
203,Nice and Elegant Studio at Sunter Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,900.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,AD,3.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Dining Chair,Dining Table,TV Cabinet,Extension Cable,Long Table Shelving,Table Lamp,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3858859.0
204,Comfort and Enjoy Living Studio Room Sunter Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,BB,18.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Set Top Box + Remote + Antenna,Side Table,Dining Chair,Dining Table,TV Cabinet,Extension Cable,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,3408859.0
205,Simple and Comfort Stay Studio Room at Sunter Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,BB,11.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Set Top Box + Remote + Antenna,TV Cabinet,Extension Cable,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,3558859.0
206,Warm and Simply Studio Room at Sunter Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,BA,20.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Set Top Box + Remote + Antenna,TV Cabinet,Extension Cable,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,3408859.0
207,Nice and Fancy Studio at Sunter Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Yos Sudarso No.30a, RT.3/RW.11, Sunter Jaya, Tanjung Priok, Jakarta Utara, DKI Jakarta, 14360",106.88380300998688,-6.157499485553561,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Sunter Park View,BA,2.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Mirror,Vanity Desk,Side Table,Sofa Bed,Dining Chair,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,3558859.0
208,Fancy and Nice 1BR at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,25.8,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,1,11.0,"Custom Bed (150x200),Wardrobe,Air Conditioner,Pillow,Mirror,Hanger,Vanity Desk,Panel AC Central,Chair,Bed Config :,1 Custom Bed (150x200)","Sofa Bed,TV 32"",Remote TV,Dining Chair,Dining Table,Antena Indoor,Fan","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3558898.0
209,City View Studio at Green Bay Pluit Apartment By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Jl. Pluit Karang Ayu 1 No.B1, RT.20/RW.2, Pluit, Penjaringan, Jakarta Utara, DKI Jakarta, 14450",106.77899301052094,-6.108615992663808,21.25,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Bay Pluit,D,28.0,"Bowl,Chopping Board,Cooking Knife,Dustbin,Fork,Frying Pan,Gas Stove,Kettle (Siul),Mug,Refrigerator,Sauce Pan,Spatula,Tablespoon","Shower,Water Heater,Toilet Brush","ATM On Site,Basketball Court,Cafe,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3859937.0
